X,Y
0.0,0.0
0.003003003003003003,0.3941964150824837
0.006006006006006006,0.7762687682823155
0.009009009009009009,1.1346810976841368
0.012012012012012012,1.4590437624902715
0.015015015015015015,1.7406134310615138
0.018018018018018018,1.9727094527842206
0.02102102102102102,2.1510254969654903
0.024024024024024024,2.2738206854891607
0.02702702702702703,2.341980594000903
0.03003003003003003,2.35894513510573
0.03303303303303303,2.330507127586142
0.036036036036036036,2.264491951368129
0.03903903903903904,2.17033475220732
0.04204204204204204,2.05857688330436
0.04504504504504504,1.9403073866875786
0.04804804804804805,1.8265781151661502
0.05105105105105105,1.7278224331690173
0.05405405405405406,1.653307243609699
0.057057057057057055,1.6106463778590363
0.06006006006006006,1.6054002443088198
0.06306306306306306,1.6407822182896017
0.06606606606606606,1.7174867975757224
0.06906906906906907,1.833648322066963
0.07207207207207207,1.9849323813369275
0.07507507507507508,2.1647552503747605
0.07807807807807808,2.364620148347939
0.08108108108108109,2.5745531417657124
0.08408408408408408,2.783616417009014
0.08708708708708708,2.9804726880259476
0.09009009009009009,3.1539718852294243
0.09309309309309309,3.2937301250580084
0.0960960960960961,3.3906713448502286
0.0990990990990991,3.437503885019738
0.1021021021021021,3.4291076131925733
0.10510510510510511,3.3628117439154726
0.10810810810810811,3.238549080080498
0.1111111111111111,3.058878703906755
0.11411411411411411,2.828875854520669
0.11711711711711711,2.5558945034225076
0.12012012012012012,2.249214632635457
0.12312312312312312,1.919592101649293
0.12612612612612611,1.5787339581856705
0.12912912912912913,1.2387258506910799
0.13213213213213212,0.9114406431915639
0.13513513513513514,0.6079582910338013
0.13813813813813813,0.3380264601986823
0.14114114114114115,0.10958929270280848
0.14414414414414414,-0.07159175771180637
0.14714714714714713,-0.20220579430465557
0.15015015015015015,-0.28153550481949297
0.15315315315315314,-0.31146817250566694
0.15615615615615616,-0.2963742315319652
0.15915915915915915,-0.24285968550356718
0.16216216216216217,-0.15940514248392018
0.16516516516516516,-0.055910002998202646
0.16816816816816815,0.0568348262305218
0.17117117117117117,0.16771867743631141
0.17417417417417416,0.26589804741789613
0.17717717717717718,0.3413686571469634
0.18018018018018017,0.38549336512679855
0.1831831831831832,0.39145891551212597
0.18618618618618618,0.35463814284519957
0.1891891891891892,0.27283908978774896
0.1921921921921922,0.1464282755941142
0.19519519519519518,-0.021678213896512588
0.1981981981981982,-0.2261553877126512
0.2012012012012012,-0.45953460107004507
0.2042042042042042,-0.7125798659882682
0.2072072072072072,-0.9747560123653509
0.21021021021021022,-1.2347647930378378
0.2132132132132132,-1.4811215492081826
0.21621621621621623,-1.702742973513268
0.21921921921921922,-1.8895159331170501
0.2222222222222222,-2.032818273929747
0.22522522522522523,-2.1259649704883086
0.22822822822822822,-2.16455678948831
0.23123123123123124,-2.146713604316969
0.23423423423423423,-2.0731803795633836
0.23723723723723725,-1.9473003381654164
0.24024024024024024,-1.7748565981367386
0.24324324324324323,-1.5637902749188533
0.24624624624624625,-1.3238093468626517
0.24924924924924924,-1.0659081535091128
0.25225225225225223,-0.8018219547821626
0.2552552552552553,-0.5434442912459339
0.25825825825825827,-0.30223678215445093
0.26126126126126126,-0.08866138232705312
0.26426426426426425,0.08833602869363189
0.26726726726726724,0.2217644726198439
0.2702702702702703,0.30692682133668137
0.2732732732732733,0.341641674293956
0.27627627627627627,0.32633694476187447
0.27927927927927926,0.2640104823299977
0.2822822822822823,0.16005984395751488
0.2852852852852853,0.021990002412982934
0.2882882882882883,-0.14098599172780962
0.2912912912912913,-0.31843291809306545
0.29429429429429427,-0.49924097361234226
0.2972972972972973,-0.6722070043807211
0.3003003003003003,-0.8266196360983505
0.3033033033033033,-0.952818363898939
0.3063063063063063,-1.042697998076671
0.30930930930930933,-1.090132658384913
0.3123123123123123,-1.0912976234323168
0.3153153153153153,-1.0448725631969227
0.3183183183183183,-0.952115745226927
0.3213213213213213,-0.8168053991732435
0.32432432432432434,-0.6450512132451801
0.32732732732732733,-0.4449855733896684
0.3303303303303303,-0.22635030260548233
0.3333333333333333,-5.3562822946781995e-16
0.3363363363363363,0.22265265577612636
0.33933933933933935,0.4302213039859498
0.34234234234234234,0.6119301419231572
0.34534534534534533,0.7581681503639734
0.3483483483483483,0.8609849723378413
0.35135135135135137,0.9145030850880891
0.35435435435435436,0.9152251718884259
0.35735735735735735,0.8622209443077691
0.36036036036036034,0.7571838138120365
0.36336336336336333,0.6043544504304305
0.3663663663663664,0.41031505672497237
0.36936936936936937,0.18366478087005678
0.37237237237237236,-0.06540724339383827
0.37537537537537535,-0.325629519353701
0.3783783783783784,-0.5852106468125909
0.3813813813813814,-0.832427995540292
0.3843843843843844,-1.0562126330511763
0.38738738738738737,-1.2467007391805882
0.39039039039039036,-1.3957234510359111
0.3933933933933934,-1.4972102246541859
0.3963963963963964,-1.5474852136774366
0.3993993993993994,-1.5454416252430394
0.4024024024024024,-1.4925852403741668
0.40540540540540543,-1.3929449625790933
0.4084084084084084,-1.2528550433274965
0.4114114114114114,-1.080620180229063
0.4144144144144144,-0.8860806588993748
0.4174174174174174,-0.680099807666507
0.42042042042042044,-0.47399999522660935
0.42342342342342343,-0.2789760229307419
0.4264264264264264,-0.10551591178492414
0.4294294294294294,0.037141299116742355
0.43243243243243246,0.1414830215241597
0.43543543543543545,0.20211144399949033
0.43843843843843844,0.21602286176775776
0.44144144144144143,0.1827637280976523
0.4444444444444444,0.10445544487013192
0.44744744744744747,-0.01431338243535396
0.45045045045045046,-0.1667217274221644
0.45345345345345345,-0.3440659731870786
0.45645645645645644,-0.5362069206073358
0.45945945945945943,-0.7320911370449085
0.4624624624624625,-0.920320006338757
0.46546546546546547,-1.0897373993303077
0.46846846846846846,-1.2300059272663058
0.47147147147147145,-1.3321423171331772
0.4744744744744745,-1.3889845288952962
0.4774774774774775,-1.3955667135450973
0.4804804804804805,-1.3493828102673353
0.48348348348348347,-1.2505252610093216
0.48648648648648646,-1.1016916914120958
0.4894894894894895,-0.9080591432110332
0.4924924924924925,-0.6770322010159286
0.4954954954954955,-0.41787779087941623
0.4984984984984985,-0.14126521080914206
0.5015015015015015,0.1412652108091384
0.5045045045045045,0.41787779087940513
0.5075075075075075,0.6770322010159253
0.5105105105105106,0.908059143211033
0.5135135135135135,1.1016916914120887
0.5165165165165165,1.25052526100932
0.5195195195195195,1.3493828102673329
0.5225225225225225,1.395566713545097
0.5255255255255256,1.388984528895295
0.5285285285285285,1.3321423171331817
0.5315315315315315,1.2300059272663075
0.5345345345345345,1.0897373993303077
0.5375375375375375,0.9203200063387593
0.5405405405405406,0.7320911370449109
0.5435435435435435,0.5362069206073367
0.5465465465465466,0.3440659731870811
0.5495495495495496,0.16672172742216773
0.5525525525525525,0.014313382435355515
0.5555555555555556,-0.10445544487013048
0.5585585585585585,-0.18276372809764863
0.5615615615615616,-0.21602286176775753
0.5645645645645646,-0.20211144399949
0.5675675675675675,-0.1414830215241607
0.5705705705705706,-0.03714129911674413
0.5735735735735735,0.10551591178492192
0.5765765765765766,0.2789760229307395
0.5795795795795796,0.47399999522660663
0.5825825825825826,0.6800998076665008
0.5855855855855856,0.8860806588993722
0.5885885885885885,1.0806201802290547
0.5915915915915916,1.2528550433274974
0.5945945945945946,1.3929449625790942
0.5975975975975976,1.4925852403741633
0.6006006006006006,1.5454416252430403
0.6036036036036035,1.5474852136774377
0.6066066066066066,1.497210224654187
0.6096096096096096,1.395723451035912
0.6126126126126126,1.2467007391805938
0.6156156156156156,1.0562126330511812
0.6186186186186187,0.8324279955402882
0.6216216216216216,0.5852106468125942
0.6246246246246246,0.3256295193537044
0.6276276276276276,0.06540724339384912
0.6306306306306306,-0.18366478087005367
0.6336336336336337,-0.4103150567249735
0.6366366366366366,-0.6043544504304234
0.6396396396396397,-0.7571838138120349
0.6426426426426426,-0.8622209443077663
0.6456456456456456,-0.9152251718884262
0.6486486486486487,-0.9145030850880879
0.6516516516516516,-0.8609849723378432
0.6546546546546547,-0.7581681503639781
0.6576576576576576,-0.6119301419231579
0.6606606606606606,-0.4302213039859526
0.6636636636636637,-0.2226526557761337
0.6666666666666666,-9.602341564731242e-16
0.6696696696696697,0.22635030260547925
0.6726726726726726,0.44498557338965855
0.6756756756756757,0.6450512132451813
0.6786786786786787,0.8168053991732415
0.6816816816816816,0.9521157452269216
0.6846846846846847,1.0448725631969231
0.6876876876876877,1.0912976234323168
0.6906906906906907,1.090132658384913
0.6936936936936937,1.042697998076671
0.6966966966966966,0.9528183638989421
0.6996996996996997,0.8266196360983523
0.7027027027027027,0.6722070043807182
0.7057057057057057,0.4992409736123474
0.7087087087087087,0.3184329180930677
0.7117117117117117,0.14098599172781728
0.7147147147147147,-0.021990002412983767
0.7177177177177178,-0.16005984395751527
0.7207207207207207,-0.2640104823299936
