X,Y,Frequency
0.0,0.0,17
0.003003003003003003,0.5035612765949184,17
0.006006006006006006,0.972484468232088,17
0.009009009009009009,1.3754529544242655,17
0.012012012012012012,1.687457659153547,17
0.015015015015015015,1.892146515388561,17
0.018018018018018018,1.9833009070692489,17
0.02102102102102102,1.9652915653156522,17
0.024024024024024024,1.8524702752536109,17
0.02702702702702703,1.667562032495269,17
0.03003003003003003,1.4392239328469112,17
0.03303303303303303,1.1990217220438713,17
0.036036036036036036,0.9781339460087445,17
0.03903903903903904,0.8041210131010503,17
0.04204204204204204,0.6980894231963122,17
0.04504504504504504,0.6725406615984717,17
0.04804804804804805,0.7301239640919527,17
0.05105105105105105,0.8634195111206662,17
0.05405405405405406,1.0557730628972233,17
0.057057057057057055,1.2830953774465506,17
0.06006006006006006,1.5164409507070307,17
0.06306306306306306,1.7251007673979495,17
0.06606606606606606,1.8798910050370496,17
0.06906906906906907,1.9562993773007462,17
0.07207207207207207,1.9371651078047463,17
0.07507507507507508,1.8146159358483431,17
0.07807807807807808,1.591061238186822,17
0.08108108108108109,1.2791365869382338,17
0.08408408408408408,0.900602037083025,17
0.08708708708708708,0.4843032351285742,17
0.09009009009009009,0.0634001676894935,17
0.09309309309309309,-0.3278567423749469,17
0.0960960960960961,-0.6574770766268211,17
0.0990990990990991,-0.8988680939529283,17
0.1021021021021021,-1.0334417116247772,17
0.10510510510510511,-1.0524266449990933,17
0.10810810810810811,-0.9577022457884239,17
0.1111111111111111,-0.7615699589143085,17
0.11411411411411411,-0.4854862582219034,17
0.11711711711711711,-0.15788641839944917,17
0.12012012012012012,0.18867921968635548,17
0.12312312312312312,0.5208051380832217,17
0.12612612612612611,0.8075553450082329,17
0.12912912912912913,1.023515342488442,17
0.13213213213213212,1.151262004089059,17
0.13513513513513514,1.1830017261347883,17
0.13813813813813813,1.1212123580276838,17
0.14114114114114115,0.9782262933908548,17
0.14414414414414414,0.7748003170345681,17
0.14714714714714713,0.5378213107944779,17
0.15015015015015015,0.29738516269791376,17
0.15315315315315314,0.08355019557847998,17
0.15615615615615616,-0.07690039314276786,17
0.15915915915915915,-0.16335359305301766,17
0.16216216216216217,-0.16362073647644793,17
0.16516516516516516,-0.07531791626833984,17
0.16816816816816815,0.09377078897959357,17
0.17117117117117117,0.32638667900753926,17
0.17417417417417416,0.5974776634500508,17
0.17717717717717718,0.8766974951528431,17
0.18018018018018017,1.1314692942047038,17
0.1831831831831832,1.3303016650435213,17
0.18618618618618618,1.446019503675524,17
0.1891891891891892,1.4585798488532622,17
0.1921921921921922,1.3571850154861833,17
0.19519519519519518,1.1414764957491954,17
0.1981981981981982,0.8216864630177292,17
0.2012012012012012,0.417729650656841,17
0.2042042042042042,-0.042673897833343605,17
0.2072072072072072,-0.5266561812956804,17
0.21021021021021022,-0.999370380628781,17
0.2132132132132132,-1.4273515043679632,17
0.21621621621621623,-1.781728912992019,17
0.21921921921921922,-2.0409663393643593,17
0.2222222222222222,-2.192853300122314,17
0.22522522522522523,-2.2355481769332957,17
0.22822822822822822,-2.1775699450496835,17
0.23123123123123124,-2.036742675980044,17
0.23423423423423423,-1.8382036127426415,17
0.23723723723723725,-1.6116809311887421,17
0.24024024024024024,-1.3883215398182664,17
0.24324324324324323,-1.1973948647454025,17
0.24624624624624625,-1.063210870237351,17
0.24924924924924924,-1.0025683294387837,17
0.25225225225225223,-1.0229948593845712,17
0.2552552552552553,-1.1219590358762093,17
0.25825825825825827,-1.2871352977629469,17
