X,Y,Frequency
0.0,0.0,20
0.001666944490748458,0.33329985597726064,20
0.003333888981496916,0.6555308958462781,20
0.005000833472245374,0.956052964527772,20
0.006667777962993832,1.2250653600071497,20
0.00833472245374229,1.4539826548509638,20
0.010001666944490749,1.6357599472762963,20
0.011668611435239206,1.7651541123561811,20
0.013335555925987664,1.8389103691117854,20
0.015002500416736122,1.8558666798834382,20
0.01666944490748458,1.8169720155754456,20
0.01833638939823304,1.725218201549124,20
0.020003333888981498,1.5854887444898673,20
0.021670278379729953,1.4043315708289787,20
0.023337222870478413,1.1896658294854108,20
0.02500416736122687,0.9504356865809496,20
0.026671111851975328,0.6962262477587501,20
0.028338056342723787,0.43685828999573606,20
0.030005000833472243,0.18197930347006752,20
0.0316719453242207,-0.05933159896593787,20
0.03333888981496916,-0.27892805269501775,20
0.03500583430571762,-0.46991467626750444,20
0.03667277879646608,-0.6269058555408116,20
0.038339723287214536,-0.746214436429506,20
0.040006667777962995,-0.8259628144678417,20
0.04167361226871145,-0.8661123549573894,20
0.04334055675945991,-0.8684106883445232,20
0.045007501250208366,-0.836260043144716,20
0.046674445740956826,-0.7745132446111318,20
0.048341390231705285,-0.6892071696917745,20
0.05000833472245374,-0.5872461693778646,20
0.051675279213202197,-0.47605012959292803,20
0.053342223703950656,-0.3631833473030769,20
0.055009168194699115,-0.2559811843612314,20
0.056676112685447574,-0.16119149421055512,20
0.05834305717619603,-0.08464709555728733,20
0.060010001666944486,-0.030984125188632028,20
0.061676946157692945,-0.0034190036320187467,20
0.0633438906484414,-0.0035940855339924305,20
0.06501083513918986,-0.03149895941979752,20
0.06667777962993832,-0.08547094637017072,20
0.06834472412068678,-0.16227477512738697,20
0.07001166861143523,-0.25725784011206254,20
0.0716786131021837,-0.36457403664606286,20
0.07334555759293215,-0.4774660652132795,20
0.07501250208368061,-0.5885934411324462,20
0.07667944657442907,-0.6903913552246284,20
0.07834639106517753,-0.7754440978012938,20
0.08001333555592599,-0.836856046570335,20
0.08168028004667444,-0.8686032611572578,20
0.0833472245374229,-0.8658495220422207,20
0.08501416902817135,-0.8252121658918903,20
0.08668111351891981,-0.744965236954677,20
0.08834805800966827,-0.6251702010478883,20
0.09001500250041673,-0.4677276356942478,20
0.09168194699116519,-0.2763467787009982,20
0.09334889148191365,-0.056433436047866214,20
0.09501583597266211,0.18509964027323733,20
0.09668278046341057,0.4400923512997446,20
0.09834972495415902,0.6994561499227187,20
0.10001666944490747,0.9535388946518927,20
0.10168361393565593,1.1925202197419087,20
0.10335055842640439,1.406820556240671,20
0.10501750291715285,1.58750624238256,20
0.10668444740790131,1.726673228334618,20
0.10835139189864977,1.817792708348076,20
0.11001833638939823,1.85600356837001,20
0.11168528088014669,1.838338752874217,20
0.11335222537089515,1.7638754359348954,20
0.11501916986164361,1.6338021084960972,20
0.11668611435239205,1.4513992269503904,20
0.11835305884314051,1.2219337546294304,20
0.12002000333388897,0.9524716079166089,20
0.12168694782463743,0.6516155328576108,20
0.12335389231538589,0.3291791339149397,20
0.12502083680613435,-0.004189484814503229,20
0.1266877812968828,-0.33741884292518054,20
0.12835472578763127,-0.6594428558184038,20
0.13002167027837971,-0.9596293818426926,20
0.1316886147691282,-1.2281906803577425,20
0.13335555925987663,-1.4565586935386543,20
0.1350225037506251,-1.6377095751633846,20
0.13668944824137355,-1.7664240679587424,20
0.13835639273212202,-1.8394730827239572,20
0.14002333722287047,-1.8557210379414042,20
0.14169028171361894,-1.8161430388002748,20
0.1433572262043674,-1.7237556567854297,20
0.14502417069511583,-1.5834647555721562,20
0.1466911151858643,-1.4018373362929215,20
0.14835805967661275,-1.1868075926598944,20
0.15002500416736123,-0.9473301349204388,20
0.15169194865810967,-0.6929955418564533,20
0.15335889314885814,-0.43362493754679887,20
0.1550258376396066,-0.17886109890397217,20
0.15669278213035506,0.06222635261115961,20
0.1583597266211035,0.2815048366251771,20
0.16002667111185198,0.472096382805011,20
0.16169361560260043,0.6286355984267995,20
0.16336056009334887,0.7474574305378937,20
0.16502750458409735,0.826707252332364,20
0.1666944490748458,0.8663692519541241,20
0.16836139356559426,0.8682127138845306,20
0.1700283380563427,0.8356593998177536,20
0.17169528254709118,0.7735786989287616,20
0.17336222703783963,0.6880203750816637,20
0.1750291715285881,0.5858974527644379,20
0.17669611601933655,0.4746339359253656,20
0.178363060510085,0.36179355075981656,20
0.18003000500083347,0.2547064800521527,20
0.1816969494915819,0.16011107980236972,20
0.18336389398233038,0.08382683857066786,20
0.18503083847307883,0.030473389371060478,20
0.1866977829638273,0.0032482777923403816,20
0.18836472745457575,0.0037735218649378455,20
0.19003167194532422,0.032017887242797416,20
0.19169861643607267,0.08629838323023487,20
0.19336556092682114,0.16336091219004112,20
0.19503250541756958,0.25853643485728195,20
0.19669944990831803,0.3659656048591241,20
0.1983663943990665,0.4788817280525707,20
0.20003333888981495,0.5899392532132797,20
0.20170028338056342,0.6915729175196306,20
0.20336722787131187,0.7763712457070279,20
0.20503417236206034,0.8374473993307878,20
0.20670111685280879,0.8687904241628495,20
0.20836806134355726,0.8655807481169204,20
0.2100350058343057,0.8244553049119665,20
0.21170195032505418,0.7437098340015126,20
0.21336889481580262,0.6234286404391792,20
0.21503583930655107,0.46553527004010326,20
0.21670278379729954,0.2737610267651247,20
0.218369728288048,0.053531878703768965,20
0.22003667277879646,-0.1882220923119674,20
0.2217036172695449,-0.44332710297687894,20
0.22337056176029338,-0.7026852291359884,20
0.22503750625104182,-0.9566397399843277,20
0.2267044507417903,-1.195370745147617,20
0.22837139523253874,-1.4093042758924101,20
0.23003833972328722,-1.5895172349813862,20
0.23170528421403566,-1.7281207258704838,20
0.2333722287047841,-1.818605109357298,20
0.23503917319553258,-1.8561316995236603,20
0.23670611768628103,-1.837758234232915,20
0.2383730621770295,-1.7625880430640943,20
0.24004000666777794,-1.6318360672176497,20
0.24170695115852642,-1.4488084219694635,20
0.24337389564927486,-1.218795879652064,20
0.24504084014002334,-0.948885330152149,20
0.24670778463077178,-0.6476967870183941,20
0.24837472912152025,-0.3250566981505736,20
0.2500416736122687,0.008378947798894629,20
0.25170861810301715,0.3415360733568792,20
0.2533755625937656,0.6633513926286334,20
0.2550425070845141,0.9632008417483031,20
0.25670945157526254,1.2313097002915934,20
0.258376396066011,1.4591273309252268,20
0.26004334055675943,1.6396509838113786,20
0.26171028504750793,1.7676852984248184,20
0.2633772295382564,1.8400268935409647,20
0.2650441740290048,1.8555666464715834,20
0.26671111851975327,1.815305785829929,20
0.2683780630105017,1.7222856053558733,20
0.2700450075012502,1.5814342899319653,20
0.27171195199199866,1.3993378692932623,20
0.2733788964827471,1.1839455275628687,20
0.27504584097349555,0.9442222588250826,20
0.27671278546424405,0.6897640514239022,20
0.2783797299549925,0.43039231242087395,20
0.28004667444574094,0.1757450435535023,20
0.2817136189364894,-0.06511768216747715,20
0.2833805634272379,-0.28407711840661476,20
0.28504750791798633,-0.474272746393687,20
0.2867144524087348,-0.630359424259217,20
0.2883813968994832,-0.7486942174369741,20
0.29004834139023167,-0.8274454812219342,20
0.29171528588098017,-0.8666202181648159,20
0.2933822303717286,-0.8680093459728384,20
0.29504917486247706,-0.8350541273823853,20
0.2967161193532255,-0.7726404735677262,20
0.298383063843974,-0.6868309855675401,20
0.30005000833472245,-0.5845473061106135,20
0.3017169528254709,-0.47321749893879334,20
0.30338389731621934,-0.3604046609314519,20
0.3050508418069678,-0.25343373960966253,20
0.3067177862977163,-0.15903354223619226,20
0.30838473078846473,-0.08301018315445363,20
0.3100516752792132,-0.029966756750105183,20
0.3117186197699616,-0.003081909607607236,20
